acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
10409,F,53,29,96,137,233,8,0,1,2,2,0,2,1,no
10410,F,7,7,15,3,18,1,0,0,0,0,1,0,0,no
10411,F,19,1,38,172,210,3,0,2,0,0,0,0,1,no
10412,F,15,15,15,292,307,1,0,0,1,0,0,0,0,no
10413,M/NB,51,13,100,223,323,9,1,2,2,2,1,0,1,no
10414,M/NB,25,9,62,131,193,6,2,0,3,1,0,0,0,no
10415,M/NB,13,9,23,223,246,2,2,0,0,0,0,0,0,no
10416,F,35,11,48,287,335,4,0,0,3,0,0,1,0,no
10417,M/NB,31,25,25,240,265,2,0,0,2,0,0,0,0,no
10418,M/NB,3,3,15,184,199,1,0,0,0,0,1,0,0,no
10419,M/NB,93,25,139,247,386,12,0,2,3,3,1,1,2,no
10420,F,53,11,133,235,368,12,3,1,3,0,3,1,1,yes
10421,F,53,15,105,276,381,10,1,2,5,1,0,1,0,no
10422,F,11,11,15,191,206,1,0,0,0,0,0,1,0,no
10423,F,5,5,15,113,128,1,0,0,1,0,0,0,0,no
10424,M/NB,15,15,15,270,285,1,0,0,0,1,0,0,0,no
10425,F,47,11,92,327,419,8,2,1,0,2,2,0,1,no
10426,F,11,11,15,281,296,1,0,0,0,0,0,1,0,no
10427,F,25,25,15,191,206,1,0,0,1,0,0,0,0,no
10428,M/NB,17,17,15,5,20,1,0,0,0,1,0,0,0,no
10429,M/NB,65,13,135,146,281,12,5,1,1,4,0,0,1,no
10430,F,1,1,15,10,25,1,0,0,0,0,0,0,1,no
10431,F,15,15,15,259,274,1,0,1,0,0,0,0,0,no
10432,F,37,33,29,241,270,2,1,0,0,0,0,0,1,no
10433,F,21,13,25,214,239,2,1,0,1,0,0,0,0,yes
10434,F,21,11,45,89,134,4,3,0,0,0,0,0,1,no
10435,F,19,13,28,74,102,2,1,0,0,0,0,1,0,no
10436,M/NB,31,21,56,254,310,5,1,1,0,1,0,2,0,no
10437,M/NB,61,13,122,246,368,11,4,1,2,2,1,1,0,no
10438,F,49,9,80,298,378,7,1,1,1,1,0,2,1,no
10439,M/NB,39,5,103,202,305,9,2,1,2,1,0,2,1,no
10440,F,43,9,146,312,458,12,1,0,3,1,2,2,3,yes
10441,F,3,3,15,220,235,1,0,0,0,0,0,1,0,no
10442,M/NB,41,15,108,84,192,10,2,1,2,3,1,0,1,no
10443,F,59,15,126,249,375,11,2,1,1,1,2,1,3,no
10444,F,13,13,15,220,235,1,0,0,0,0,0,1,0,no
10445,F,33,33,15,298,313,1,0,0,1,0,0,0,0,no
10446,M/NB,23,15,27,84,111,2,0,0,1,0,1,0,0,no
10447,M/NB,83,21,129,120,249,11,1,3,1,3,0,1,2,no
10448,F,1,1,15,103,118,1,1,0,0,0,0,0,0,no
10449,F,15,7,29,138,167,2,0,0,0,1,0,0,1,no
10450,F,29,21,33,115,148,3,1,0,2,0,0,0,0,no
10451,M/NB,35,27,28,188,216,2,0,0,1,0,0,1,0,no
10452,F,37,1,65,132,197,6,1,1,3,0,0,1,0,no
10453,F,45,9,85,69,154,7,0,2,0,1,0,1,3,yes
10454,F,13,13,15,237,252,1,0,0,0,0,0,1,0,no
10455,F,39,35,25,161,186,2,0,0,2,0,0,0,0,no
10456,M/NB,1,1,15,289,304,1,0,0,0,0,0,1,0,no
10457,F,17,11,27,256,283,2,0,0,1,0,1,0,0,no
10458,M/NB,37,29,25,203,228,2,1,0,1,0,0,0,0,no
10459,F,19,19,15,11,26,1,0,0,1,0,0,0,0,no
10460,F,19,13,29,153,182,2,0,1,0,0,0,0,1,no
10461,M/NB,27,9,71,89,160,6,1,1,1,1,1,0,1,yes
10462,F,87,27,115,74,189,11,4,1,4,0,0,1,1,no
10463,F,17,17,15,246,261,1,0,0,1,0,0,0,0,no
10464,M/NB,37,33,29,22,51,2,0,0,0,0,1,0,1,no
10465,M/NB,37,15,45,151,196,4,2,0,0,2,0,0,0,no
10466,M/NB,33,5,82,163,245,7,2,0,2,1,0,0,2,no
10467,M/NB,15,11,26,110,136,2,0,1,0,1,0,0,0,no
10468,F,13,13,15,96,111,1,0,0,1,0,0,0,0,no
10469,F,43,13,81,177,258,7,0,2,3,0,0,0,2,no
10470,F,47,25,123,322,445,11,1,2,4,1,0,1,2,no
10471,F,7,7,15,133,148,1,0,0,1,0,0,0,0,no
10472,F,35,13,73,106,179,6,0,1,4,0,0,0,1,no
10473,F,25,23,25,222,247,2,1,0,1,0,0,0,0,no
10474,F,9,9,15,31,46,1,1,0,0,0,0,0,0,no
10475,F,5,1,29,274,303,2,0,0,1,0,0,0,1,no
10476,M/NB,29,21,25,112,137,2,0,1,1,0,0,0,0,no
10477,M/NB,15,11,27,96,123,2,1,0,0,0,1,0,0,yes
10478,F,11,11,15,295,310,1,0,1,0,0,0,0,0,no
10479,F,41,9,134,76,210,12,4,1,5,0,0,2,0,no
10480,F,9,7,29,89,118,2,0,0,1,0,0,0,1,no
10481,F,43,25,47,303,350,4,1,0,1,0,1,0,1,no
10482,M/NB,11,11,15,268,283,1,1,0,0,0,0,0,0,no
10483,F,47,15,104,267,371,9,3,0,4,0,0,0,2,no
10484,F,35,11,91,238,329,8,1,2,1,0,1,0,3,no
10485,M/NB,19,13,26,262,288,2,0,1,0,1,0,0,0,no
10486,F,19,15,29,255,284,2,0,0,1,0,0,0,1,no
10487,F,7,7,15,113,128,1,1,0,0,0,0,0,0,no
10488,F,13,13,15,170,185,1,0,0,0,0,0,0,1,no
10489,F,3,3,15,271,286,1,0,0,0,1,0,0,0,no
10490,F,1,1,15,258,273,1,0,0,1,0,0,0,0,no
10491,M/NB,33,19,50,234,284,4,1,0,1,1,0,0,1,no
10492,F,15,15,15,127,142,1,0,0,1,0,0,0,0,no
10493,M/NB,35,15,62,137,199,5,0,0,3,0,0,1,1,no
10494,M/NB,45,35,55,234,289,4,0,1,0,0,1,0,2,no
10495,F,15,15,15,282,297,1,1,0,0,0,0,0,0,no
10496,F,17,13,29,41,70,2,0,0,1,0,0,0,1,no
10497,M/NB,45,1,122,80,202,11,2,1,3,3,1,1,0,no
10498,M/NB,25,1,54,263,317,5,1,0,3,1,0,0,0,no
10499,M/NB,1,1,15,245,260,1,0,0,0,0,0,0,1,no
10500,F,27,13,33,18,51,3,1,0,1,0,1,0,0,no
10501,M/NB,9,9,15,106,121,1,0,0,0,0,0,0,1,no
10502,M/NB,21,9,48,102,150,4,0,1,1,1,1,0,0,no
10503,M/NB,13,3,59,106,165,5,2,0,1,0,1,0,1,yes
10504,F,29,13,41,7,48,3,0,0,0,0,1,1,1,yes
10505,F,15,3,63,287,350,5,0,0,3,0,0,0,2,no
10506,F,13,13,15,220,235,1,0,0,1,0,0,0,0,no
10507,M/NB,5,3,23,195,218,2,2,0,0,0,0,0,0,yes
10508,F,15,15,15,178,193,1,0,0,1,0,0,0,0,no
10509,F,11,11,15,173,188,1,0,0,1,0,0,0,0,no
10510,F,11,9,27,183,210,2,0,0,0,0,2,0,0,no
10511,F,15,15,15,143,158,1,0,0,0,1,0,0,0,no
10512,F,35,31,26,290,316,2,0,1,0,1,0,0,0,no
10513,F,9,9,15,10,25,1,1,0,0,0,0,0,0,no
10514,F,15,9,29,217,246,2,0,0,0,0,1,0,1,no
10515,M/NB,19,19,15,147,162,1,1,0,0,0,0,0,0,no
10516,M/NB,43,35,25,143,168,2,1,0,1,0,0,0,0,no
10517,F,31,7,61,18,79,5,1,1,1,0,0,1,1,no
10518,M/NB,11,9,23,250,273,2,2,0,0,0,0,0,0,yes
10519,F,13,13,15,266,281,1,0,0,1,0,0,0,0,no
10520,F,3,3,15,206,221,1,0,0,0,0,1,0,0,no
10521,M/NB,31,9,123,267,390,11,2,1,2,2,0,1,3,no
10522,M/NB,7,3,26,43,69,2,1,0,0,1,0,0,0,no
10523,F,7,7,15,92,107,1,1,0,0,0,0,0,0,no
10524,F,43,3,103,51,154,10,3,2,3,0,2,0,0,no
10525,F,75,7,131,311,442,12,2,2,3,1,2,1,1,no
10526,F,21,15,29,142,171,2,0,0,0,0,1,0,1,yes
10527,F,39,3,89,100,189,8,1,3,1,1,0,1,1,no
10528,F,13,11,25,155,180,2,1,0,1,0,0,0,0,no
10529,F,15,15,15,155,170,1,0,1,0,0,0,0,0,no
10530,M/NB,39,13,130,39,169,11,0,3,3,2,0,2,1,no
10531,M/NB,9,1,28,66,94,2,0,0,1,0,0,1,0,no
10532,F,17,17,15,295,310,1,1,0,0,0,0,0,0,no
10533,F,15,15,15,197,212,1,1,0,0,0,0,0,0,no
10534,M/NB,7,7,15,255,270,1,0,0,0,0,0,1,0,no
10535,M/NB,17,9,25,43,68,2,1,0,1,0,0,0,0,no
10536,M/NB,55,15,99,75,174,9,2,0,2,3,1,0,1,no
10537,F,13,9,23,104,127,2,2,0,0,0,0,0,0,no
10538,F,25,1,85,123,208,7,1,0,2,1,0,1,2,no
10539,F,35,35,15,144,159,1,1,0,0,0,0,0,0,no
10540,F,9,9,15,235,250,1,1,0,0,0,0,0,0,yes
10541,F,15,15,15,182,197,1,0,1,0,0,0,0,0,no
10542,M/NB,51,9,82,96,178,7,2,0,2,0,1,1,1,no
10543,F,39,9,108,127,235,9,3,0,1,1,0,1,3,yes
10544,F,3,3,15,110,125,1,1,0,0,0,0,0,0,no
10545,M/NB,25,21,28,72,100,2,0,0,0,1,0,1,0,yes
10546,F,7,7,15,26,41,1,0,0,0,0,1,0,0,yes
10547,M/NB,37,9,117,249,366,10,3,1,4,0,0,1,1,no
10548,F,59,9,114,213,327,10,4,2,1,0,1,0,2,yes
10549,M/NB,23,13,49,261,310,4,1,0,1,1,0,1,0,no
10550,F,59,5,144,105,249,12,3,0,5,0,3,0,1,no
10551,F,7,7,15,104,119,1,0,0,0,1,0,0,0,no
10552,F,13,7,29,1,30,2,0,0,1,0,0,0,1,no
10553,F,47,15,92,34,126,8,2,1,1,2,0,0,2,no
10554,M/NB,37,35,28,102,130,2,0,0,1,0,0,1,0,no
10555,F,19,19,15,61,76,1,0,0,0,1,0,0,0,no
10556,F,51,7,117,218,335,11,2,2,4,1,0,1,1,no
10557,M/NB,39,33,26,248,274,2,1,0,0,1,0,0,0,no
10558,M/NB,17,11,27,225,252,2,0,0,0,0,2,0,0,yes
10559,M/NB,23,7,53,108,161,4,1,0,0,1,0,1,1,no
10560,F,25,11,40,259,299,3,0,0,0,1,0,0,2,no
10561,F,3,3,15,131,146,1,0,0,0,0,0,0,1,no
10562,F,29,21,28,259,287,2,0,0,1,0,0,1,0,no
10563,F,9,9,15,249,264,1,0,0,0,0,0,1,0,no
10564,F,5,1,27,195,222,2,1,0,0,0,1,0,0,yes
10565,M/NB,19,9,36,258,294,3,0,2,0,0,1,0,0,no
10566,M/NB,67,27,140,291,431,12,3,0,3,0,2,1,3,no
10567,F,59,15,91,44,135,8,3,1,0,1,0,2,1,no
10568,F,15,15,15,133,148,1,0,0,1,0,0,0,0,no
10569,F,15,13,28,97,125,2,0,1,0,0,0,1,0,no
10570,F,25,13,47,200,247,4,2,0,1,0,0,0,1,no
10571,M/NB,25,9,38,204,242,3,1,1,0,0,0,0,1,no
10572,M/NB,11,11,15,212,227,1,0,0,0,0,0,1,0,no
10573,F,39,31,29,58,87,2,1,0,0,0,0,0,1,no
10574,F,17,17,15,20,35,1,0,0,0,1,0,0,0,no
10575,F,17,13,26,59,85,2,0,0,1,1,0,0,0,no
10576,F,39,33,23,263,286,2,2,0,0,0,0,0,0,no
10577,M/NB,39,17,50,298,348,4,2,0,0,0,0,1,1,no
10578,F,13,13,15,4,19,1,0,0,0,1,0,0,0,no
10579,M/NB,13,9,26,204,230,2,1,0,0,1,0,0,0,no
10580,F,5,5,15,281,296,1,0,0,0,1,0,0,0,no
10581,F,9,9,15,229,244,1,0,0,0,0,1,0,0,no
10582,F,1,1,15,125,140,1,1,0,0,0,0,0,0,yes
10583,F,15,7,29,75,104,2,0,0,1,0,0,0,1,no
10584,M/NB,31,27,28,273,301,2,1,0,0,0,0,1,0,no
10585,F,45,23,95,212,307,9,3,2,0,2,2,0,0,no
10586,M/NB,21,13,26,33,59,2,1,0,0,1,0,0,0,no
10587,F,11,9,27,64,91,2,0,0,1,0,1,0,0,no
10588,F,45,11,97,218,315,9,3,1,1,2,1,1,0,no
10589,F,11,11,15,30,45,1,0,1,0,0,0,0,0,no
10590,F,11,11,15,284,299,1,0,0,0,1,0,0,0,no
10591,F,29,7,104,117,221,9,1,1,2,1,2,1,1,yes
10592,F,7,7,15,186,201,1,0,0,1,0,0,0,0,no
10593,M/NB,3,3,15,221,236,1,0,0,1,0,0,0,0,no
10594,F,19,15,28,165,193,2,1,0,0,0,0,1,0,no
10595,M/NB,41,25,53,185,238,5,3,0,0,2,0,0,0,no
10596,F,59,19,124,173,297,11,2,2,2,1,1,2,1,no
10597,F,1,1,15,260,275,1,0,0,0,1,0,0,0,no
10598,F,15,3,47,157,204,4,1,0,2,0,0,0,1,no
10599,F,15,15,15,234,249,1,0,0,0,0,0,1,0,no
10600,F,15,11,28,234,262,2,0,0,0,1,0,1,0,no
10601,F,43,29,38,199,237,3,1,1,0,0,0,0,1,no
10602,F,29,29,15,3,18,1,0,0,1,0,0,0,0,no
10603,F,13,5,23,58,81,2,2,0,0,0,0,0,0,no
10604,F,17,13,28,21,49,2,0,0,1,0,0,1,0,no
10605,F,21,13,25,259,284,2,0,1,1,0,0,0,0,no
10606,F,15,11,23,63,86,2,2,0,0,0,0,0,0,no
10607,F,11,5,36,189,225,3,0,0,1,1,0,0,1,no
10608,F,13,9,25,168,193,2,0,1,1,0,0,0,0,no
10609,F,35,35,15,97,112,1,0,0,1,0,0,0,0,no
10610,F,47,9,87,244,331,7,1,0,1,0,0,2,3,yes
10611,M/NB,9,9,15,238,253,1,0,0,0,1,0,0,0,no
10612,F,13,13,15,262,277,1,0,0,1,0,0,0,0,no
10613,M/NB,51,31,63,211,274,6,3,1,1,0,0,1,0,no
10614,M/NB,35,13,68,53,121,6,1,0,2,2,0,1,0,no
10615,M/NB,47,23,59,81,140,5,0,0,1,3,1,0,0,no
10616,F,11,11,15,152,167,1,0,0,0,0,0,1,0,no
10617,M/NB,21,13,29,16,45,2,0,0,0,0,1,0,1,yes
10618,M/NB,45,3,130,124,254,11,1,0,4,3,1,0,2,no
10619,F,13,9,29,20,49,2,0,0,0,1,0,0,1,no
10620,M/NB,25,9,47,218,265,4,1,0,1,1,0,1,0,no
10621,M/NB,29,3,66,298,364,6,1,3,0,1,0,0,1,no
10622,F,5,5,15,42,57,1,0,0,1,0,0,0,0,no
10623,M/NB,23,15,24,211,235,2,1,1,0,0,0,0,0,no
10624,F,15,15,15,44,59,1,1,0,0,0,0,0,0,no
10625,F,17,5,40,109,149,3,0,0,0,1,1,0,1,no
10626,M/NB,13,13,15,257,272,1,0,0,0,0,0,1,0,no
10627,F,7,7,15,217,232,1,0,0,0,0,0,0,1,no
10628,M/NB,37,9,132,188,320,12,2,1,3,2,2,2,0,no
10629,F,15,15,15,84,99,1,0,0,0,1,0,0,0,no
10630,F,23,17,25,235,260,2,0,1,1,0,0,0,0,no
10631,F,1,1,15,221,236,1,0,0,0,0,1,0,0,no
10632,M/NB,29,13,35,40,75,3,1,0,1,0,1,0,0,no
10633,F,29,23,27,267,294,2,0,0,1,0,1,0,0,no
10634,F,47,9,106,175,281,9,2,0,4,0,1,0,2,no
10635,F,19,3,33,182,215,3,1,0,1,1,0,0,0,no
10636,F,11,1,40,113,153,3,1,0,0,0,1,1,0,no
10637,F,17,13,28,30,58,2,0,0,1,0,0,1,0,no
10638,M/NB,13,13,15,72,87,1,0,0,0,0,0,0,1,no
10639,F,17,11,29,108,137,2,0,0,0,0,0,0,2,no
10640,F,7,5,29,1,30,2,0,1,0,0,0,0,1,no
10641,F,13,9,26,151,177,2,1,0,0,1,0,0,0,no
10642,M/NB,71,23,114,107,221,10,4,1,2,1,0,0,2,no
10643,M/NB,15,9,26,9,35,2,0,0,0,2,0,0,0,no
10644,F,19,5,56,246,302,5,1,0,3,0,0,1,0,no
10645,M/NB,35,11,82,23,105,7,3,0,1,0,0,1,2,no
10646,M/NB,87,25,132,94,226,11,0,0,6,2,0,2,1,no
10647,M/NB,7,3,29,280,309,2,0,0,1,0,0,0,1,yes
10648,M/NB,15,13,25,120,145,2,0,0,2,0,0,0,0,no
10649,F,21,21,15,123,138,1,1,0,0,0,0,0,0,no
10650,F,15,11,29,166,195,2,0,0,0,0,1,0,1,no
10651,M/NB,3,3,15,170,185,1,0,0,0,1,0,0,0,no
10652,F,11,11,15,64,79,1,0,1,0,0,0,0,0,no
10653,F,31,31,15,94,109,1,0,0,0,1,0,0,0,no
10654,F,11,11,15,123,138,1,0,0,1,0,0,0,0,no
10655,F,11,11,15,289,304,1,0,0,1,0,0,0,0,no
10656,F,9,9,15,265,280,1,1,0,0,0,0,0,0,yes
10657,F,13,1,37,150,187,3,2,0,0,0,0,0,1,no
10658,F,21,15,25,76,101,2,0,0,2,0,0,0,0,no
10659,F,15,15,15,206,221,1,0,0,0,0,1,0,0,no
10660,M/NB,29,27,28,226,254,2,0,0,0,0,1,1,0,no
10661,F,11,11,15,229,244,1,0,0,1,0,0,0,0,no
10662,M/NB,3,3,15,75,90,1,0,0,0,0,0,0,1,yes
10663,M/NB,9,5,28,189,217,2,1,0,0,0,0,1,0,no
10664,F,49,15,120,252,372,11,2,1,4,1,1,1,1,no
10665,F,23,3,101,295,396,9,1,4,2,1,0,0,1,no
10666,M/NB,13,13,15,132,147,1,0,0,0,0,1,0,0,no
10667,F,11,11,15,83,98,1,0,0,0,0,0,1,0,no
10668,F,21,11,37,222,259,3,2,0,0,0,0,0,1,no
10669,F,15,9,25,33,58,2,0,0,2,0,0,0,0,no
10670,F,1,1,15,189,204,1,0,0,1,0,0,0,0,no
10671,M/NB,45,27,72,103,175,6,0,0,1,3,1,1,0,no
10672,F,25,9,65,196,261,6,2,0,3,0,0,0,1,no
10673,F,51,9,94,67,161,9,2,2,3,1,0,0,1,no
10674,F,19,5,61,256,317,5,1,1,1,0,0,1,1,no
10675,F,11,11,15,50,65,1,0,0,1,0,0,0,0,no
10676,F,13,13,15,38,53,1,1,0,0,0,0,0,0,no
10677,F,55,3,104,297,401,9,2,2,1,0,1,1,2,no
10678,F,3,3,15,164,179,1,0,0,0,0,0,0,1,no
10679,M/NB,27,3,77,254,331,7,3,0,2,0,0,2,0,yes
10680,F,3,3,15,273,288,1,1,0,0,0,0,0,0,no
10681,F,9,3,29,280,309,2,0,0,0,0,0,1,1,no
10682,F,9,9,15,246,261,1,0,1,0,0,0,0,0,no
10683,F,35,7,55,319,374,5,3,0,1,0,0,0,1,no
10684,M/NB,33,11,71,63,134,6,1,0,2,1,0,1,1,no
10685,F,27,27,15,274,289,1,0,0,1,0,0,0,0,no
10686,M/NB,31,13,71,80,151,6,0,0,3,2,0,0,1,no
10687,M/NB,55,25,96,82,178,8,1,1,2,0,0,2,2,no
10688,F,11,9,25,87,112,2,0,1,1,0,0,0,0,no
10689,F,47,17,102,278,380,9,1,2,4,0,1,0,1,no
10690,F,25,21,29,201,230,2,1,0,0,0,0,0,1,no
10691,F,7,7,15,47,62,1,0,0,1,0,0,0,0,no
10692,F,39,33,29,237,266,2,0,0,0,0,0,1,1,no
10693,F,27,27,15,279,294,1,0,0,0,0,0,1,0,no
10694,F,9,9,15,66,81,1,0,0,0,0,0,0,1,no
10695,F,45,11,102,226,328,9,3,0,3,2,0,0,1,no
10696,F,9,7,29,283,312,2,0,0,0,1,0,0,1,yes
10697,F,33,31,28,102,130,2,0,0,0,0,1,1,0,yes
10698,F,13,9,26,284,310,2,0,0,1,1,0,0,0,no
10699,F,45,13,101,253,354,9,2,2,0,2,1,2,0,no
10700,F,7,1,29,166,195,2,0,0,0,1,0,0,1,no
10701,F,19,13,25,281,306,2,1,0,1,0,0,0,0,no
10702,F,15,15,15,298,313,1,0,0,1,0,0,0,0,no
10703,F,17,9,29,140,169,2,1,0,0,0,0,0,1,no
10704,F,9,9,15,167,182,1,1,0,0,0,0,0,0,no
10705,F,3,3,15,227,242,1,0,0,0,0,1,0,0,no
10706,F,15,9,26,102,128,2,1,0,0,1,0,0,0,no
10707,F,11,11,15,219,234,1,0,0,0,1,0,0,0,no
10708,M/NB,77,29,130,147,277,11,2,0,1,1,2,2,3,yes
10709,F,13,3,31,18,49,3,3,0,0,0,0,0,0,no
10710,F,11,7,25,55,80,2,1,0,1,0,0,0,0,no
10711,F,7,1,29,215,244,2,0,0,0,1,0,0,1,no
10712,F,15,9,29,277,306,2,0,0,0,0,0,1,1,no
10713,F,31,23,34,144,178,3,0,2,1,0,0,0,0,no
10714,M/NB,45,9,106,58,164,9,0,2,3,0,0,0,4,yes
10715,F,15,15,15,137,152,1,0,0,0,0,0,1,0,no
10716,F,43,3,87,234,321,8,2,1,2,2,0,1,0,no
10717,F,3,3,15,14,29,1,0,1,0,0,0,0,0,no
10718,F,23,15,26,194,220,2,1,0,0,1,0,0,0,no
10719,M/NB,57,5,127,68,195,11,3,1,1,3,1,0,2,no
10720,F,49,9,130,77,207,12,3,1,6,0,0,1,1,no
10721,F,39,31,28,264,292,2,0,0,0,1,0,1,0,no
10722,F,19,13,29,272,301,2,0,0,1,0,0,0,1,no
10723,F,35,1,105,110,215,8,0,1,0,0,1,3,3,yes
10724,F,55,21,80,321,401,7,0,3,2,0,0,1,1,no
10725,M/NB,13,13,15,27,42,1,1,0,0,0,0,0,0,no
10726,F,61,35,131,313,444,12,3,3,2,0,1,1,2,no
10727,F,9,5,27,168,195,2,1,0,0,0,1,0,0,no
10728,M/NB,29,29,15,136,151,1,0,0,0,1,0,0,0,no
10729,F,53,29,92,297,389,8,1,0,4,1,0,0,2,no
10730,F,9,7,29,290,319,2,1,0,0,0,0,0,1,no
10731,M/NB,37,13,63,109,172,5,0,0,1,2,0,1,1,yes
10732,F,35,29,27,18,45,2,0,1,0,0,1,0,0,no
10733,M/NB,43,15,142,66,208,12,3,0,4,0,1,2,2,no
10734,F,73,9,132,267,399,12,2,2,5,0,2,0,1,no
10735,F,7,1,25,114,139,2,0,1,1,0,0,0,0,no
10736,M/NB,27,15,49,236,285,4,0,0,3,0,0,0,1,yes
10737,M/NB,29,1,67,233,300,6,2,0,2,1,0,1,0,no
10738,F,23,15,29,185,214,2,1,0,0,0,0,0,1,no
10739,F,57,25,90,94,184,8,2,1,2,0,1,2,0,no
10740,F,35,15,80,273,353,7,3,0,1,0,1,1,1,yes
10741,M/NB,21,17,29,233,262,2,0,0,0,0,1,0,1,no
10742,F,13,13,15,182,197,1,1,0,0,0,0,0,0,no
10743,F,19,19,15,225,240,1,1,0,0,0,0,0,0,no
10744,M/NB,25,3,82,93,175,7,1,1,1,0,2,0,2,no
10745,M/NB,35,15,44,206,250,4,1,0,2,1,0,0,0,no
10746,F,15,11,28,174,202,2,0,0,1,0,0,1,0,no
10747,M/NB,35,5,132,254,386,11,4,0,1,0,0,2,4,yes
10748,F,13,13,15,103,118,1,0,0,1,0,0,0,0,no
10749,M/NB,15,9,28,5,33,2,0,0,1,0,0,1,0,no
10750,F,13,13,15,222,237,1,1,0,0,0,0,0,0,no
10751,M/NB,41,21,70,24,94,6,0,1,1,2,1,1,0,no
10752,F,21,1,104,324,428,9,2,1,1,0,0,2,3,yes
10753,F,13,13,15,256,271,1,1,0,0,0,0,0,0,no
10754,F,67,11,132,264,396,12,6,0,3,0,0,2,1,yes
10755,F,23,7,42,211,253,3,1,0,0,0,0,1,1,no
10756,M/NB,23,1,86,142,228,8,1,1,4,1,0,1,0,no
10757,F,19,13,25,199,224,2,1,0,1,0,0,0,0,no
10758,M/NB,15,9,24,18,42,2,1,1,0,0,0,0,0,no
10759,F,3,3,15,193,208,1,0,0,1,0,0,0,0,no
10760,M/NB,43,15,59,112,171,5,1,1,1,1,0,0,1,no
10761,F,9,9,15,126,141,1,0,0,1,0,0,0,0,no
10762,F,1,1,15,10,25,1,0,1,0,0,0,0,0,no
10763,F,33,17,83,75,158,7,1,1,1,0,0,1,3,no
10764,M/NB,1,1,15,238,253,1,0,0,1,0,0,0,0,no
10765,M/NB,31,13,79,289,368,7,1,1,2,0,2,1,0,no
10766,F,31,13,109,150,259,9,0,0,3,1,3,1,1,yes
10767,F,23,23,15,181,196,1,0,0,0,0,0,0,1,no
10768,F,17,9,25,208,233,2,0,0,2,0,0,0,0,no
10769,F,29,15,61,87,148,5,0,0,3,0,1,0,1,no
10770,M/NB,21,15,24,28,52,2,1,1,0,0,0,0,0,no
10771,F,7,7,15,81,96,1,0,0,1,0,0,0,0,no
10772,F,35,9,96,52,148,8,1,0,3,0,1,1,2,no
10773,F,5,5,15,157,172,1,1,0,0,0,0,0,0,no
10774,F,35,31,24,295,319,2,1,1,0,0,0,0,0,no
10775,F,35,13,57,201,258,5,0,0,4,0,1,0,0,no
10776,F,13,13,15,25,40,1,0,1,0,0,0,0,0,no
10777,M/NB,25,3,116,199,315,10,2,0,2,0,5,0,1,yes
10778,M/NB,9,9,15,247,262,1,0,0,0,0,0,0,1,no
10779,F,15,15,15,162,177,1,1,0,0,0,0,0,0,no
10780,F,35,7,120,257,377,11,3,2,3,0,0,1,2,yes
10781,F,15,15,15,107,122,1,0,1,0,0,0,0,0,no
10782,M/NB,73,17,104,150,254,10,2,2,3,2,0,1,0,no
10783,M/NB,57,9,138,169,307,12,4,1,4,0,2,0,1,yes
10784,M/NB,53,3,105,244,349,9,2,1,1,1,2,0,2,no
10785,M/NB,7,7,15,88,103,1,1,0,0,0,0,0,0,yes
10786,F,21,13,29,175,204,2,0,0,1,0,0,0,1,yes
10787,M/NB,53,15,78,174,252,7,0,2,3,1,0,0,1,no
10788,M/NB,47,9,111,300,411,10,1,3,2,2,0,0,2,no
10789,F,21,21,15,114,129,1,1,0,0,0,0,0,0,no
10790,F,29,7,80,159,239,7,1,0,4,0,0,1,1,no
10791,M/NB,11,11,15,114,129,1,0,0,1,0,0,0,0,no
10792,M/NB,43,11,71,195,266,6,2,0,1,1,0,1,1,no
10793,M/NB,15,15,15,216,231,1,0,0,0,0,0,0,1,no
10794,M/NB,37,15,47,169,216,4,0,1,0,1,1,0,1,no
10795,F,81,13,142,311,453,12,1,1,3,1,3,0,3,no
10796,F,9,9,15,146,161,1,0,0,0,0,0,1,0,yes
10797,F,45,31,40,225,265,3,1,0,0,1,0,0,1,no
10798,M/NB,25,13,62,204,266,5,0,0,1,1,1,0,2,no
10799,F,17,15,28,63,91,2,0,0,1,0,0,1,0,no
10800,F,11,11,15,225,240,1,0,0,1,0,0,0,0,no
10801,F,57,9,107,189,296,9,0,2,2,1,1,2,1,no
10802,M/NB,49,7,104,315,419,10,4,1,2,2,0,0,1,no
10803,M/NB,29,9,81,106,187,7,1,1,1,0,1,1,2,yes
10804,F,23,11,35,238,273,3,0,1,0,2,0,0,0,no
10805,F,17,17,15,206,221,1,0,1,0,0,0,0,0,no
10806,F,15,13,29,136,165,2,1,0,0,0,0,0,1,no
10807,F,7,7,15,144,159,1,0,0,1,0,0,0,0,no
10808,M/NB,17,9,23,248,271,2,2,0,0,0,0,0,0,no
10809,F,31,15,63,232,295,5,1,0,0,0,2,0,2,no
10810,F,39,33,28,160,188,2,0,1,0,0,0,1,0,no
10811,M/NB,13,9,23,72,95,2,2,0,0,0,0,0,0,no
10812,M/NB,15,15,15,115,130,1,0,0,0,0,0,0,1,no
10813,M/NB,23,15,49,134,183,4,1,1,0,1,0,0,1,no
10814,M/NB,27,25,26,237,263,2,0,0,0,2,0,0,0,no
10815,F,25,5,102,228,330,9,3,0,3,2,0,0,1,no
10816,F,17,11,29,249,278,2,0,0,1,0,0,0,1,no
10817,F,3,3,15,34,49,1,1,0,0,0,0,0,0,no
